Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Current Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,State,Average_Monthly_Charge,Churn,Net_Revenue,Sub_Services,Married_Gender,Persona
Female,33,No,0,Riverside,92503,33.890046,-117.455583,0,15,No_Offer,Yes,9.71,Yes,Yes,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,0.0,0,145.65,825.2,Churned,Competitor,Competitor had better devices,California,45.30333333333333,1,679.55,1,Single | Female,E - Churn-Risk New Users
Male,29,No,0,Helendale,92342,34.757783,-117.33997,0,3,No_Offer,Yes,27.34,No,Yes,Fiber Optic,71.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,0.0,10,82.02,324.52,Joined,Active,Active,California,77.5,2,232.5,1,Single | Male,E - Churn-Risk New Users
Female,64,Yes,0,Santa Ana,92703,33.748635,-117.906125,10,71,No_Offer,Yes,4.71,No,Yes,DSL,29.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,-10.0,4492.9,0.0,0,334.41,4827.31,Stayed,Active,Active,California,63.28028169014084,0,4492.9,5,Married | Female,A - Premium Loyal Customers
Female,27,No,0,Los Altos,94022,37.349546,-122.134356,0,1,No_Offer,Yes,45.86,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,20.7,20.7,0.0,0,45.86,66.56,Joined,Active,Active,California,20.7,2,20.7,0,Single | Female,D - Legacy Phone-Only Users
Female,75,Yes,0,Madison,95653,38.674276,-121.961866,1,34,No_Offer,Yes,2.88,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0.0,0,97.92,3315.47,Churned,Competitor,Competitor had better devices,Wisconsin,94.63382352941176,1,3217.55,4,Married | Female,E - Churn-Risk New Users
Female,56,Yes,0,Fresno,93710,36.822715,-119.761826,1,6,No_Offer,Yes,23.35,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,512.25,0.0,0,140.1,652.35,Stayed,Active,Active,California,85.375,0,512.25,4,Married | Female,E - Churn-Risk New Users
Male,80,Yes,0,Chula Vista,91915,32.605012,-116.97595,2,51,Offer B,Yes,43.58,Yes,Yes,Cable,22.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0.0,0,2222.58,6368.63,Churned,Competitor,Competitor offered more data,California,81.29509803921569,1,4146.05,3,Married | Male,A - Premium Loyal Customers
Female,79,No,0,Cerritos,90703,33.8681,-118.067402,0,26,No_Offer,Yes,12.09,Yes,Yes,DSL,15.0,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,66.05,1652.4,47.73,0,314.34,1919.01,Stayed,Active,Active,California,63.55384615384616,0,1604.67,4,Single | Female,B - Balanced Bundle Seekers
Female,40,No,0,Seeley,92273,32.790282,-115.689559,0,49,Offer B,Yes,35.87,Yes,Yes,DSL,30.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,0.0,0,1757.63,4691.93,Churned,Other,Don't know,California,59.88367346938776,1,2934.3,3,Single | Female,A - Premium Loyal Customers
Male,51,Yes,0,Anza,92539,33.527605,-116.666551,2,24,Offer C,Yes,3.0,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,2542.45,0.0,0,72.0,2614.45,Churned,Competitor,Competitor made better offer,California,105.93541666666664,1,2542.45,6,Married | Male,E - Churn-Risk New Users
Male,62,No,0,Escondido,92026,33.21846,-117.116916,0,69,No_Offer,No,0.0,No,Yes,Cable,18.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.05,4176.7,41.21,0,0.0,4135.49,Stayed,Active,Active,California,60.53188405797101,0,4135.49,7,Single | Male,B - Balanced Bundle Seekers
Male,48,No,3,Riverdale,93656,36.452211,-119.94575,0,56,Offer B,Yes,22.47,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,24.8,1424.2,0.0,0,1258.32,2682.52,Stayed,Active,Active,Georgia,25.432142857142857,0,1424.2,0,Single | Male,D - Legacy Phone-Only Users
Male,38,No,0,Sacramento,95838,38.646096,-121.442433,0,44,Offer B,No,0.0,No,Yes,Cable,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,53.95,2375.4,0.0,0,0.0,2375.4,Churned,Competitor,Competitor offered more data,California,53.98636363636364,1,2375.4,6,Single | Male,E - Churn-Risk New Users
Male,32,Yes,0,Compton,90220,33.88151,-118.234451,8,47,Offer B,Yes,39.52,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,78.9,3650.35,0.0,0,1857.44,5507.79,Stayed,Active,Active,California,77.66702127659575,0,3650.35,2,Married | Male,A - Premium Loyal Customers
Female,79,Yes,0,San Pablo,94806,37.980269,-122.342635,6,72,Offer A,Yes,14.75,Yes,Yes,Fiber Optic,16.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,116.75,8277.05,0.0,0,1062.0,9339.05,Stayed,Active,Active,California,114.95902777777776,0,8277.05,7,Married | Female,A - Premium Loyal Customers
Female,35,No,0,San Jose,95130,37.277592,-121.986477,0,18,Offer D,Yes,34.12,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,0.0,0,614.16,1835.81,Stayed,Active,Active,California,67.86944444444445,0,1221.65,1,Single | Female,E - Churn-Risk New Users
Male,39,Yes,0,Pinon Hills,92372,34.459322,-117.629729,10,51,Offer B,Yes,9.99,Yes,Yes,DSL,5.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.2,3901.25,0.0,0,509.49,4410.74,Stayed,Active,Active,California,76.49509803921569,0,3901.25,5,Married | Male,A - Premium Loyal Customers
Male,71,Yes,0,Running Springs,92382,34.186211,-117.07683,1,66,No_Offer,Yes,30.03,Yes,Yes,DSL,15.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,5154.6,0.0,150,1981.98,7286.58,Churned,Competitor,Competitor offered higher download speeds,California,78.10000000000001,1,5154.6,5,Married | Male,C - Data-Capped Digitals
Female,26,No,2,Magalia,95954,39.933852,-121.584371,0,46,No_Offer,Yes,17.51,No,Yes,Fiber Optic,85.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4391.25,0.0,0,805.46,5196.71,Stayed,Active,Active,California,95.46195652173913,0,4391.25,6,Single | Female,A - Premium Loyal Customers
Male,40,No,0,Kyburz,95720,38.766036,-120.209673,0,9,Offer E,Yes,48.61,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Mailed Check,20.15,163.7,0.0,0,437.49,601.19,Stayed,Active,Active,California,18.188888888888886,0,163.7,0,Single | Male,D - Legacy Phone-Only Users
Male,52,No,0,San Diego,92109,32.787836,-117.232376,0,69,Offer A,Yes,20.44,Yes,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,7220.35,0.0,0,1410.36,8630.71,Churned,Competitor,Competitor made better offer,California,104.6427536231884,1,7220.35,6,Single | Male,A - Premium Loyal Customers
Male,68,Yes,0,Forbestown,95941,39.531028,-121.24807,1,47,No_Offer,Yes,8.97,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,4871.05,0.0,0,421.59,5292.64,Churned,Attitude,Attitude of support person,California,103.63936170212766,1,4871.05,4,Married | Male,A - Premium Loyal Customers
Female,34,No,3,Marina Del Rey,90292,33.977468,-118.445475,0,12,No_Offer,Yes,25.34,Yes,Yes,Fiber Optic,56.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.95,927.35,0.0,80,304.08,1311.43,Churned,Attitude,Attitude of support person,California,77.27916666666667,1,927.35,1,Single | Female,C - Data-Capped Digitals
Female,26,Yes,3,Seiad Valley,96086,41.924174,-123.260788,9,72,No_Offer,Yes,11.85,Yes,Yes,Fiber Optic,59.0,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.9,6954.15,0.0,0,853.2,7807.35,Stayed,Active,Active,California,96.58541666666666,0,6954.15,4,Married | Female,A - Premium Loyal Customers
Male,39,No,0,Los Angeles,90066,34.002028,-118.430656,0,4,No_Offer,Yes,28.89,No,Yes,DSL,3.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,299.7,0.0,0,115.56,415.26,Churned,Attitude,Attitude of support person,California,74.925,1,299.7,6,Single | Male,E - Churn-Risk New Users
Female,25,Yes,0,Capitola,95010,36.977025,-121.952864,1,2,No_Offer,Yes,28.86,No,Yes,Fiber Optic,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.7,165.0,0.0,0,57.72,222.72,Churned,Competitor,Competitor had better devices,California,82.5,1,165.0,3,Married | Female,E - Churn-Risk New Users
Male,65,No,0,Lake Elsinore,92532,33.705836,-117.318204,0,1,Offer E,Yes,28.46,No,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0.0,0,28.46,100.11,Churned,Competitor,Competitor offered more data,California,71.65,1,71.65,1,Single | Male,E - Churn-Risk New Users
Male,37,Yes,0,Ballico,95303,37.4695,-120.672724,1,42,Offer B,No,0.0,No,Yes,DSL,7.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,40.15,1626.05,0.0,0,0.0,1626.05,Stayed,Active,Active,California,38.71547619047619,0,1626.05,3,Married | Male,E - Churn-Risk New Users
Male,20,Yes,2,Orosi,93647,36.600185,-119.175655,1,69,Offer A,Yes,49.16,Yes,Yes,DSL,48.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,81.95,5601.4,0.0,0,3392.04,8993.44,Stayed,Active,Active,California,81.17971014492753,0,5601.4,7,Married | Male,A - Premium Loyal Customers
Male,47,No,0,San Gabriel,91776,34.089927,-118.095645,0,14,Offer D,No,0.0,No,Yes,DSL,4.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,771.95,0.0,0,0.0,771.95,Stayed,Active,Active,California,55.13928571428572,0,771.95,6,Single | Male,E - Churn-Risk New Users
Female,43,Yes,0,Maywood,90270,33.988572,-118.186565,6,66,Offer A,Yes,11.72,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,90.55,6130.95,0.0,0,773.52,6904.47,Stayed,Active,Active,California,92.89318181818182,0,6130.95,4,Married | Female,A - Premium Loyal Customers
Male,59,Yes,2,Hood,95639,38.375325,-121.507935,4,57,Offer B,Yes,49.95,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.3,4018.35,0.0,70,2847.15,6935.5,Stayed,Active,Active,California,70.49736842105263,0,4018.35,0,Married | Male,C - Data-Capped Digitals
Female,71,No,0,Ferndale,95536,40.4785,-124.301372,0,14,No_Offer,No,0.0,No,Yes,Cable,5.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,46.35,672.7,0.0,0,0.0,672.7,Stayed,Active,Active,Michigan,48.05,0,672.7,4,Single | Female,E - Churn-Risk New Users
Male,27,No,0,Oakdale,95361,37.785033,-120.776141,0,4,Offer E,No,0.0,No,Yes,DSL,48.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,29.65,118.5,0.0,0,0.0,118.5,Churned,Dissatisfaction,Limited range of services,Minnesota,29.625,1,118.5,3,Single | Male,E - Churn-Risk New Users
Female,68,No,0,Grizzly Flats,95636,38.636102,-120.522149,0,60,No_Offer,Yes,34.39,Yes,Yes,Fiber Optic,17.0,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.0,6441.4,0.0,110,2063.4,8614.8,Churned,Price,Long distance charges,California,107.35666666666664,1,6441.4,4,Single | Female,C - Data-Capped Digitals
Female,30,No,3,San Jose,95125,37.294926,-121.894763,0,16,Offer D,Yes,27.23,Yes,Yes,Fiber Optic,69.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,79.5,1264.2,0.0,0,435.68,1699.88,Stayed,Active,Active,California,79.0125,0,1264.2,2,Single | Female,E - Churn-Risk New Users
Female,47,No,0,Burson,95225,38.183918,-120.898817,0,2,Offer E,Yes,21.3,Yes,Yes,DSL,7.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,54.15,101.65,0.0,10,42.6,154.25,Joined,Active,Active,California,50.825,2,101.65,1,Single | Female,E - Churn-Risk New Users
Female,68,No,0,Los Angeles,90067,34.057496,-118.413959,0,64,No_Offer,Yes,27.7,Yes,Yes,DSL,21.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,74.65,4869.35,47.04,0,1772.8,6595.11,Stayed,Active,Active,California,76.08359375,0,4822.31,5,Single | Female,B - Balanced Bundle Seekers
Female,25,Yes,2,Moss Landing,95039,36.863303,-121.781632,4,71,Offer A,Yes,32.16,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,7159.7,16.12,0,2283.36,9426.94,Stayed,Active,Active,California,100.84084507042252,0,7143.58,6,Married | Female,A - Premium Loyal Customers
Female,37,No,0,Riverside,92501,33.994676,-117.372498,0,3,No_Offer,Yes,34.89,No,Yes,Cable,13.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.75,148.05,0.0,10,104.67,262.72,Joined,Active,Active,California,49.35,2,148.05,0,Single | Female,E - Churn-Risk New Users
Female,38,Yes,0,Tollhouse,93667,36.993666,-119.348267,1,72,Offer A,Yes,5.25,Yes,Yes,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,6096.45,0.0,0,378.0,6474.45,Stayed,Active,Active,California,84.67291666666667,0,6096.45,7,Married | Female,A - Premium Loyal Customers
Female,54,No,0,Whittier,90605,33.960891,-118.032222,0,26,Offer C,Yes,25.4,Yes,Yes,DSL,10.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5,1800.05,0.0,0,660.4,2460.45,Stayed,Active,Active,California,69.2326923076923,0,1800.05,4,Single | Female,E - Churn-Risk New Users
Male,27,Yes,0,Los Angeles,90029,34.089953,-118.294824,1,1,No_Offer,No,0.0,No,Yes,DSL,58.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.2,30.2,0.0,0,0.0,30.2,Churned,Competitor,Competitor had better devices,California,30.2,1,30.2,2,Married | Male,E - Churn-Risk New Users
Male,42,No,0,Sacramento,95834,38.646209,-121.52446,0,52,No_Offer,Yes,47.9,No,Yes,DSL,3.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.75,2790.65,43.12,0,2490.8,5238.33,Stayed,Active,Active,California,53.66634615384616,0,2747.53,3,Single | Male,B - Balanced Bundle Seekers
Male,33,No,0,Portola Valley,94028,37.369709,-122.215844,0,72,Offer A,Yes,2.56,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,113.4,8164.1,0.0,0,184.32,8348.42,Stayed,Active,Active,California,113.39027777777778,0,8164.1,8,Single | Male,A - Premium Loyal Customers
Female,23,Yes,2,Tranquillity,93668,36.635661,-120.288644,7,36,No_Offer,Yes,40.54,Yes,Yes,Cable,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3379.25,0.0,0,1459.44,4838.69,Stayed,Active,Active,California,93.86805555555556,0,3379.25,8,Married | Female,A - Premium Loyal Customers
Female,50,Yes,0,Newman,95360,37.343846,-121.039391,3,46,Offer B,No,0.0,No,Yes,DSL,30.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,0.0,0,0.0,2062.15,Stayed,Active,Active,California,44.82934782608696,0,2062.15,4,Married | Female,E - Churn-Risk New Users
Male,48,No,0,Corona,92883,33.762351,-117.488725,0,51,No_Offer,Yes,36.59,No,Yes,DSL,20.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,47.85,2356.75,18.39,0,1866.09,4204.45,Stayed,Active,Active,California,46.21078431372549,0,2338.36,2,Single | Male,B - Balanced Bundle Seekers
Male,52,No,0,Amboy,92304,34.559882,-115.637164,0,4,No_Offer,No,0.0,No,Yes,Cable,22.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,118.4,0.0,0,0.0,118.4,Stayed,Active,Active,Illinois,29.6,0,118.4,2,Single | Male,E - Churn-Risk New Users
Male,27,No,0,Torrance,90504,33.867257,-118.330794,0,3,No_Offer,Yes,34.49,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,75.0,209.1,0.0,0,103.47,312.57,Churned,Dissatisfaction,Limited range of services,California,69.7,1,209.1,2,Single | Male,E - Churn-Risk New Users
Female,42,No,0,Mountain Center,92561,33.638645,-116.55783,0,56,Offer B,Yes,2.5,Yes,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.45,5916.95,0.0,0,140.0,6056.95,Stayed,Active,Active,California,105.65982142857142,0,5916.95,6,Single | Female,A - Premium Loyal Customers
Female,75,No,0,Sacramento,95838,38.646096,-121.442433,0,16,No_Offer,Yes,36.83,No,Yes,DSL,16.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,0.0,0,589.28,1613.18,Churned,Price,Price too high,California,63.99375,1,1023.9,3,Single | Female,E - Churn-Risk New Users
Male,30,Yes,0,North Fork,93643,37.244307,-119.470256,7,44,No_Offer,Yes,23.75,No,Yes,Fiber Optic,53.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.65,3974.15,0.0,0,1045.0,5019.15,Stayed,Active,Active,California,90.32159090909092,0,3974.15,4,Married | Male,A - Premium Loyal Customers
Male,35,No,0,Nicasio,94946,38.065359,-122.665566,0,29,Offer C,Yes,8.0,No,Yes,DSL,9.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,58.75,1696.2,0.0,50,232.0,1978.2,Stayed,Active,Active,California,58.4896551724138,0,1696.2,3,Single | Male,E - Churn-Risk New Users
Male,20,Yes,1,Sacramento,95822,38.512569,-121.495184,5,29,No_Offer,Yes,24.64,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Mailed Check,20.65,654.85,0.0,0,714.56,1369.41,Stayed,Active,Active,California,22.58103448275862,0,654.85,0,Married | Male,D - Legacy Phone-Only Users
Female,79,No,0,San Diego,92110,32.76501,-117.19938,0,22,No_Offer,Yes,5.09,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,1692.6,0.0,0,111.98,1804.58,Churned,Competitor,Competitor had better devices,California,76.93636363636364,1,1692.6,0,Single | Female,E - Churn-Risk New Users
Male,34,No,0,Clovis,93612,36.814539,-119.711868,0,1,Offer E,Yes,23.7,No,Yes,Fiber Optic,25.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0,74.0,0.0,0,23.7,97.7,Joined,Active,Active,California,74.0,2,74.0,2,Single | Male,E - Churn-Risk New Users
Male,26,Yes,2,Los Angeles,90004,34.076259,-118.310715,5,29,Offer C,Yes,36.7,Yes,Yes,DSL,69.0,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,69.05,1958.45,0.0,40,1064.3,3062.75,Stayed,Active,Active,California,67.53275862068966,0,1958.45,3,Married | Male,E - Churn-Risk New Users
Female,49,Yes,1,Los Angeles,90038,34.088017,-118.327168,10,68,No_Offer,Yes,43.51,Yes,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,88.0,6161.9,0.0,40,2958.68,9160.58,Stayed,Active,Active,California,90.61617647058824,0,6161.9,7,Married | Female,A - Premium Loyal Customers
Male,66,Yes,0,Fresno,93722,36.78979,-119.929894,1,34,No_Offer,Yes,2.07,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,2425.4,0.0,0,70.38,2495.78,Stayed,Active,Active,California,71.33529411764707,0,2425.4,1,Married | Male,E - Churn-Risk New Users
Male,32,No,0,Chico,95928,39.681488,-121.83721,0,1,No_Offer,Yes,39.3,No,Yes,DSL,26.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.25,51.25,0.0,0,39.3,90.55,Joined,Active,Active,California,51.25,2,51.25,2,Single | Male,E - Churn-Risk New Users
Female,78,No,0,Anderson,96007,40.448632,-122.306657,0,37,Offer C,Yes,26.95,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,2841.55,0.0,0,997.15,3838.7,Churned,Other,Don't know,Indiana,76.79864864864865,1,2841.55,1,Single | Female,E - Churn-Risk New Users
Male,72,Yes,0,Nuevo,92567,33.82769,-117.102244,1,7,No_Offer,Yes,8.92,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,Churned,Attitude,Attitude of service provider,California,75.41428571428571,1,495.44,1,Married | Male,B - Balanced Bundle Seekers
Male,36,No,0,Elk Grove,95624,38.434138,-121.30587,0,51,No_Offer,Yes,47.43,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,20.45,1042.65,0.0,0,2418.93,3461.58,Stayed,Active,Active,California,20.444117647058825,0,1042.65,0,Single | Male,D - Legacy Phone-Only Users
Male,58,No,0,Gasquet,95543,41.867908,-123.794144,0,52,No_Offer,Yes,5.92,No,Yes,Fiber Optic,23.0,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,83.8,4331.4,0.0,70,307.84,4709.24,Stayed,Active,Active,California,83.29615384615384,0,4331.4,3,Single | Male,C - Data-Capped Digitals
Male,40,No,0,Encinitas,92024,33.054579,-117.25665,0,1,Offer E,Yes,27.46,No,Yes,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,44.8,0.0,0,27.46,72.26,Joined,Active,Active,California,44.8,2,44.8,1,Single | Male,E - Churn-Risk New Users
Male,29,No,0,Sunnyvale,94087,37.3511,-122.037311,0,21,Offer D,No,0.0,No,Yes,DSL,26.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,43.55,1011.5,0.0,0,0.0,1011.5,Stayed,Active,Active,California,48.16666666666666,0,1011.5,4,Single | Male,E - Churn-Risk New Users
Female,26,Yes,3,Palmdale,93552,34.557711,-118.029441,4,70,No_Offer,Yes,5.51,Yes,Yes,Fiber Optic,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.2,7689.8,0.0,150,385.7,8225.5,Stayed,Active,Active,California,109.85428571428572,0,7689.8,6,Married | Female,C - Data-Capped Digitals
Female,67,Yes,0,Tecate,91980,32.587557,-116.636816,6,69,No_Offer,Yes,34.55,No,Yes,Fiber Optic,19.0,Yes,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,87.3,6055.55,0.0,0,2383.95,8439.5,Stayed,Active,Active,California,87.76159420289855,0,6055.55,4,Married | Female,A - Premium Loyal Customers
Female,25,Yes,0,Castella,96017,41.121108,-122.336613,1,42,No_Offer,Yes,6.84,Yes,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,4186.3,0.0,0,287.28,4473.58,Churned,Competitor,Competitor had better devices,California,99.67380952380952,1,4186.3,4,Married | Female,E - Churn-Risk New Users
Female,44,No,0,Scott Bar,96085,41.737962,-123.07557,0,33,No_Offer,Yes,16.57,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.0,3320.6,0.0,0,546.81,3867.41,Stayed,Active,Active,California,100.62424242424242,0,3320.6,5,Single | Female,E - Churn-Risk New Users
Male,44,No,0,North Hills,91343,34.238802,-118.482296,0,1,Offer E,Yes,15.76,No,Yes,DSL,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.9,44.9,0.0,0,15.76,60.66,Joined,Active,Active,New York,44.9,2,44.9,1,Single | Male,E - Churn-Risk New Users
Male,50,Yes,1,Navarro,95463,39.182916,-123.552571,2,59,No_Offer,Yes,41.19,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,19.85,1188.25,0.0,0,2430.21,3618.46,Stayed,Active,Active,Texas,20.139830508474574,0,1188.25,0,Married | Male,D - Legacy Phone-Only Users
Male,50,No,0,Salinas,93906,36.722898,-121.633648,0,2,Offer E,Yes,40.25,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,24.85,62.0,0.0,0,80.5,142.5,Joined,Active,Active,California,31.0,2,62.0,0,Single | Male,D - Legacy Phone-Only Users
Female,24,No,0,Pilot Hill,95664,38.803731,-121.043799,0,4,Offer E,Yes,19.84,No,Yes,Fiber Optic,73.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,82.85,319.6,0.0,0,79.36,398.96,Stayed,Active,Active,California,79.9,0,319.6,4,Single | Female,E - Churn-Risk New Users
